QueryNumber;Result
36;[771, 567, 0.5]
36;[772, 568, 0.5]
36;[773, 569, 0.5]
36;[780, 570, 0.5]
36;[781, 571, 0.5]
36;[794, 572, 0.5]
36;[797, 573, 0.5]
36;[803, 574, 0.5]
36;[805, 575, 0.5]
36;[806, 576, 0.5]
36;[807, 577, 0.5]
36;[808, 578, 0.5]
36;[813, 579, 0.5]
36;[815, 580, 0.5]
36;[817, 581, 0.5]
36;[818, 582, 0.5]
36;[823, 583, 0.5]
36;[825, 584, 0.5]
36;[828, 585, 0.5]
36;[829, 586, 0.5]
36;[832, 587, 0.5]
36;[833, 588, 0.5]
36;[836, 589, 0.5]
36;[838, 590, 0.5]
36;[841, 591, 0.5]
36;[843, 592, 0.5]
36;[844, 593, 0.5]
36;[846, 594, 0.5]
36;[847, 595, 0.5]
36;[848, 596, 0.5]
36;[849, 597, 0.5]
36;[851, 598, 0.5]
36;[852, 599, 0.5]
36;[859, 600, 0.5]
36;[862, 601, 0.5]
36;[864, 602, 0.5]
36;[867, 603, 0.5]
36;[870, 604, 0.5]
36;[873, 605, 0.5]
36;[875, 606, 0.5]
36;[876, 607, 0.5]
36;[882, 608, 0.5]
36;[883, 609, 0.5]
36;[885, 610, 0.5]
36;[888, 611, 0.5]
36;[889, 612, 0.5]
36;[895, 613, 0.5]
36;[896, 614, 0.5]
36;[897, 615, 0.5]
36;[898, 616, 0.5]
36;[899, 617, 0.5]
36;[901, 618, 0.5]
36;[902, 619, 0.5]
36;[906, 620, 0.5]
36;[907, 621, 0.5]
36;[919, 622, 0.5]
36;[920, 623, 0.5]
36;[925, 624, 0.5]
36;[927, 625, 0.5]
36;[931, 626, 0.5]
36;[934, 627, 0.5]
36;[936, 628, 0.5]
36;[937, 629, 0.5]
36;[942, 630, 0.5]
36;[944, 631, 0.5]
36;[950, 632, 0.5]
36;[952, 633, 0.5]
36;[953, 634, 0.5]
36;[955, 635, 0.5]
36;[958, 636, 0.5]
36;[959, 637, 0.5]
36;[960, 638, 0.5]
36;[961, 639, 0.5]
36;[962, 640, 0.5]
36;[963, 641, 0.5]
36;[964, 642, 0.5]
36;[965, 643, 0.5]
36;[967, 644, 0.5]
36;[968, 645, 0.5]
36;[970, 646, 0.5]
36;[971, 647, 0.5]
36;[972, 648, 0.5]
36;[982, 649, 0.5]
36;[986, 650, 0.5]
36;[992, 651, 0.5]
36;[993, 652, 0.5]
36;[998, 653, 0.5]
36;[999, 654, 0.5]
36;[1003, 655, 0.5]
36;[1005, 656, 0.5]
36;[1007, 657, 0.5]
36;[1009, 658, 0.5]
36;[1012, 659, 0.5]
36;[1016, 660, 0.5]
36;[1017, 661, 0.5]
36;[1021, 662, 0.5]
36;[1024, 663, 0.5]
36;[1025, 664, 0.5]
36;[1027, 665, 0.5]
36;[1028, 666, 0.5]
36;[1029, 667, 0.5]
36;[1030, 668, 0.5]
36;[1032, 669, 0.5]
36;[1033, 670, 0.5]
36;[1034, 671, 0.5]
36;[1035, 672, 0.5]
36;[1037, 673, 0.5]
36;[1038, 674, 0.5]
36;[1040, 675, 0.5]
36;[1043, 676, 0.5]
36;[1046, 677, 0.5]
36;[1047, 678, 0.5]
36;[1048, 679, 0.5]
36;[1050, 680, 0.5]
36;[1053, 681, 0.5]
36;[1054, 682, 0.5]
36;[1055, 683, 0.5]
36;[1056, 684, 0.5]
36;[1057, 685, 0.5]
36;[1060, 686, 0.5]
36;[1062, 687, 0.5]
36;[1068, 688, 0.5]
36;[1070, 689, 0.5]
36;[1074, 690, 0.5]
36;[1076, 691, 0.5]
36;[1081, 692, 0.5]
36;[1083, 693, 0.5]
36;[1095, 694, 0.5]
36;[1096, 695, 0.5]
36;[1099, 696, 0.5]
36;[1101, 697, 0.5]
36;[1103, 698, 0.5]
36;[1104, 699, 0.5]
36;[1106, 700, 0.5]
36;[1108, 701, 0.5]
36;[1109, 702, 0.5]
36;[1110, 703, 0.5]
36;[1111, 704, 0.5]
36;[1113, 705, 0.5]
36;[1114, 706, 0.5]
36;[1115, 707, 0.5]
36;[1116, 708, 0.5]
36;[1118, 709, 0.5]
36;[1125, 710, 0.5]
36;[1126, 711, 0.5]
36;[1127, 712, 0.5]
36;[1129, 713, 0.5]
36;[1131, 714, 0.5]
36;[1132, 715, 0.5]
36;[1134, 716, 0.5]
36;[1136, 717, 0.5]
36;[1137, 718, 0.5]
36;[1140, 719, 0.5]
36;[1141, 720, 0.5]
36;[1146, 721, 0.5]
36;[1147, 722, 0.5]
36;[1149, 723, 0.5]
36;[1152, 724, 0.5]
36;[1155, 725, 0.5]
36;[1156, 726, 0.5]
36;[1157, 727, 0.5]
36;[1161, 728, 0.5]
36;[1163, 729, 0.5]
36;[1164, 730, 0.5]
36;[1168, 731, 0.5]
36;[1175, 732, 0.5]
36;[1177, 733, 0.5]
36;[1179, 734, 0.5]
36;[1181, 735, 0.5]
36;[1186, 736, 0.5]
36;[1188, 737, 0.5]
36;[1190, 738, 0.5]
36;[1191, 739, 0.5]
36;[1195, 740, 0.5]
36;[1198, 741, 0.5]
36;[1199, 742, 0.5]
36;[1201, 743, 0.5]
36;[1205, 744, 0.5]
36;[1206, 745, 0.5]
36;[1208, 746, 0.5]
36;[1210, 747, 0.5]
36;[1214, 748, 0.5]
36;[1219, 749, 0.5]
36;[1220, 750, 0.5]
36;[1222, 751, 0.5]
36;[1224, 752, 0.5]
36;[1226, 753, 0.5]
36;[1228, 754, 0.5]
36;[1232, 755, 0.5]
36;[1236, 756, 0.5]
36;[1239, 757, 0.5]
36;[5, 758, 0.5]
36;[42, 759, 0.5]
36;[106, 760, 0.5]
36;[107, 761, 0.5]
36;[149, 762, 0.5]
36;[156, 763, 0.5]
36;[203, 764, 0.5]
36;[215, 765, 0.5]
36;[224, 766, 0.5]
36;[251, 767, 0.5]
36;[263, 768, 0.5]
36;[269, 769, 0.5]
36;[284, 770, 0.5]
36;[288, 771, 0.5]
36;[296, 772, 0.5]
36;[360, 773, 0.5]
36;[584, 774, 0.5]
36;[651, 775, 0.5]
36;[670, 776, 0.5]
36;[734, 777, 0.5]
36;[775, 778, 0.5]
36;[826, 779, 0.5]
36;[904, 780, 0.5]
36;[928, 781, 0.5]
36;[946, 782, 0.5]
36;[947, 783, 0.5]
36;[1041, 784, 0.5]
36;[1051, 785, 0.5]
36;[1075, 786, 0.5]
36;[1082, 787, 0.5]
36;[1117, 788, 0.5]
36;[1119, 789, 0.5]
36;[1138, 790, 0.5]
36;[1218, 791, 0.5]
36;[635, 792, 0.5]
36;[1229, 793, 0.5]
36;[1122, 794, 0.5]
36;[996, 795, 0.5]
36;[1098, 796, 0.5]
36;[637, 797, 0.5]
37;[835, 0, 0.7005309070600083]
37;[333, 1, 0.6846277371869421]
37;[627, 2, 0.6680313893468361]
37;[491, 3, 0.6680313893468361]
37;[465, 4, 0.6674203339161598]
37;[235, 5, 0.610918524847427]
37;[1128, 6, 0.6049977940437476]
37;[258, 7, 0.6047832426487179]
37;[697, 8, 0.6003871001358345]
37;[175, 9, 0.5963594598139035]
37;[831, 10, 0.5920158409296234]
37;[1234, 11, 0.5908070506778099]
37;[492, 12, 0.588497988730721]
37;[774, 13, 0.5859356614197465]
37;[817, 14, 0.5854212587146626]
37;[483, 15, 0.5822820628284592]
37;[600, 16, 0.5724954631610767]
37;[379, 17, 0.5720370674130599]
37;[717, 18, 0.5718729040648193]
37;[247, 19, 0.5709299389558601]
37;[482, 20, 0.5663496918488568]
37;[1014, 21, 0.5643721680115256]
37;[818, 22, 0.5379339662772017]
37;[1174, 23, 0.5379339662772016]
38;[258, 0, 0.7071067811865475]
38;[185, 1, 0.7071067811865475]
38;[858, 2, 0.7071067811865475]
38;[161, 3, 0.7071067811865475]
38;[611, 4, 0.7071067811865475]
38;[600, 5, 0.7071067811865475]
38;[202, 6, 0.7071067811865475]
38;[377, 7, 0.7071067811865475]
38;[99, 8, 0.7071067811865475]
38;[1216, 9, 0.7071067811865475]
38;[14, 10, 0.7071067811865475]
38;[89, 11, 0.7071067811865475]
38;[95, 12, 0.7071067811865475]
38;[207, 13, 0.7071067811865475]
38;[314, 14, 0.7071067811865475]
38;[350, 15, 0.7071067811865475]
38;[421, 16, 0.7071067811865475]
38;[465, 17, 0.7071067811865475]
38;[472, 18, 0.7071067811865475]
38;[510, 19, 0.7071067811865475]
38;[513, 20, 0.7071067811865475]
38;[559, 21, 0.7071067811865475]
38;[599, 22, 0.7071067811865475]
38;[612, 23, 0.7071067811865475]
38;[684, 24, 0.7071067811865475]
38;[704, 25, 0.7071067811865475]
38;[722, 26, 0.7071067811865475]
38;[752, 27, 0.7071067811865475]
38;[786, 28, 0.7071067811865475]
38;[846, 29, 0.7071067811865475]
38;[979, 30, 0.7071067811865475]
38;[1005, 31, 0.7071067811865475]
38;[1183, 32, 0.7071067811865475]
38;[1219, 33, 0.7071067811865475]
39;[532, 0, 0.9715649337502521]
39;[104, 1, 0.7071067811865476]
39;[118, 2, 0.7071067811865476]
39;[83, 3, 0.7071067811865476]
39;[85, 4, 0.7071067811865476]
39;[102, 5, 0.7071067811865476]
39;[201, 6, 0.7071067811865476]
39;[225, 7, 0.7071067811865476]
39;[230, 8, 0.7071067811865476]
39;[337, 9, 0.7071067811865476]
39;[442, 10, 0.7071067811865476]
39;[453, 11, 0.7071067811865476]
39;[470, 12, 0.7071067811865476]
39;[553, 13, 0.7071067811865476]
39;[567, 14, 0.7071067811865476]
39;[646, 15, 0.7071067811865476]
39;[738, 16, 0.7071067811865476]
39;[949, 17, 0.7071067811865476]
39;[1044, 18, 0.7071067811865476]
39;[1070, 19, 0.7071067811865476]
39;[1135, 20, 0.7071067811865476]
39;[1139, 21, 0.7071067811865476]
39;[1144, 22, 0.7071067811865476]
39;[107, 23, 0.7071067811865476]
39;[555, 24, 0.7071067811865475]
39;[223, 25, 0.7071067811865475]
39;[485, 26, 0.7071067811865475]
39;[631, 27, 0.7071067811865475]
39;[121, 28, 0.7071067811865475]
39;[479, 29, 0.7071067811865475]
39;[571, 30, 0.7071067811865475]
39;[627, 31, 0.7071067811865475]
39;[726, 32, 0.7071067811865475]
39;[307, 33, 0.7071067811865475]
39;[3, 34, 0.7071067811865475]
39;[45, 35, 0.7071067811865475]
39;[55, 36, 0.7071067811865475]
39;[59, 37, 0.7071067811865475]
39;[84, 38, 0.7071067811865475]
39;[108, 39, 0.7071067811865475]
39;[122, 40, 0.7071067811865475]
39;[138, 41, 0.7071067811865475]
39;[140, 42, 0.7071067811865475]
39;[214, 43, 0.7071067811865475]
39;[236, 44, 0.7071067811865475]
39;[246, 45, 0.7071067811865475]
39;[249, 46, 0.7071067811865475]
39;[252, 47, 0.7071067811865475]
39;[277, 48, 0.7071067811865475]
39;[279, 49, 0.7071067811865475]
39;[281, 50, 0.7071067811865475]
39;[289, 51, 0.7071067811865475]
39;[293, 52, 0.7071067811865475]
39;[305, 53, 0.7071067811865475]
39;[306, 54, 0.7071067811865475]
39;[308, 55, 0.7071067811865475]
39;[339, 56, 0.7071067811865475]
39;[340, 57, 0.7071067811865475]
39;[382, 58, 0.7071067811865475]
39;[391, 59, 0.7071067811865475]
39;[393, 60, 0.7071067811865475]
39;[407, 61, 0.7071067811865475]
39;[419, 62, 0.7071067811865475]
39;[430, 63, 0.7071067811865475]
39;[436, 64, 0.7071067811865475]
39;[444, 65, 0.7071067811865475]
39;[467, 66, 0.7071067811865475]
39;[488, 67, 0.7071067811865475]
39;[494, 68, 0.7071067811865475]
39;[508, 69, 0.7071067811865475]
39;[535, 70, 0.7071067811865475]
39;[560, 71, 0.7071067811865475]
39;[563, 72, 0.7071067811865475]
39;[565, 73, 0.7071067811865475]
39;[573, 74, 0.7071067811865475]
39;[574, 75, 0.7071067811865475]
39;[576, 76, 0.7071067811865475]
39;[583, 77, 0.7071067811865475]
39;[608, 78, 0.7071067811865475]
39;[619, 79, 0.7071067811865475]
39;[639, 80, 0.7071067811865475]
39;[645, 81, 0.7071067811865475]
39;[647, 82, 0.7071067811865475]
39;[665, 83, 0.7071067811865475]
39;[695, 84, 0.7071067811865475]
39;[715, 85, 0.7071067811865475]
39;[737, 86, 0.7071067811865475]
39;[749, 87, 0.7071067811865475]
39;[750, 88, 0.7071067811865475]
39;[752, 89, 0.7071067811865475]
39;[786, 90, 0.7071067811865475]
39;[830, 91, 0.7071067811865475]
39;[869, 92, 0.7071067811865475]
39;[873, 93, 0.7071067811865475]
39;[880, 94, 0.7071067811865475]
39;[898, 95, 0.7071067811865475]
39;[918, 96, 0.7071067811865475]
39;[951, 97, 0.7071067811865475]
39;[961, 98, 0.7071067811865475]
39;[971, 99, 0.7071067811865475]
39;[1054, 100, 0.7071067811865475]
39;[1056, 101, 0.7071067811865475]
39;[1061, 102, 0.7071067811865475]
39;[1125, 103, 0.7071067811865475]
39;[1136, 104, 0.7071067811865475]
39;[1159, 105, 0.7071067811865475]
39;[1161, 106, 0.7071067811865475]
39;[1163, 107, 0.7071067811865475]
39;[1185, 108, 0.7071067811865475]
39;[1201, 109, 0.7071067811865475]
39;[1210, 110, 0.7071067811865475]
39;[1222, 111, 0.7071067811865475]
39;[1236, 112, 0.7071067811865475]
39;[1238, 113, 0.7071067811865475]
39;[106, 114, 0.7071067811865475]
39;[356, 115, 0.7071067811865475]
39;[610, 116, 0.7071067811865475]
39;[617, 117, 0.7071067811865475]
39;[892, 118, 0.7071067811865475]
40;[465, 0, 0.8732982329816912]
40;[331, 1, 0.706619335610528]
40;[882, 2, 0.706619335610528]
40;[95, 3, 0.7066193356105279]
40;[1177, 4, 0.7066193356105279]
40;[1234, 5, 0.7048126738351495]
40;[422, 6, 0.6984399227431013]
40;[719, 7, 0.6964875489468746]
40;[798, 8, 0.6961700908792421]
40;[916, 9, 0.6946845494157191]
40;[879, 10, 0.69235195188363]
40;[148, 11, 0.679641234988259]
40;[301, 12, 0.6784767413795091]
40;[797, 13, 0.6784767413795091]
40;[3, 14, 0.6765683419859619]
40;[1083, 15, 0.6724425084990887]
40;[333, 16, 0.6693297626927965]
40;[254, 17, 0.668929844160085]
40;[811, 18, 0.664697537725313]
40;[276, 19, 0.6579419296403858]
40;[1186, 20, 0.6538624240230343]
40;[505, 21, 0.6474596019298323]
40;[1113, 22, 0.6474596019298323]
40;[627, 23, 0.6321254428134663]
40;[846, 24, 0.6296829479975733]
40;[1183, 25, 0.6296829479975733]
40;[822, 26, 0.6183761758218134]
40;[920, 27, 0.5870850221377223]
40;[258, 28, 0.5827132598468705]
40;[612, 29, 0.5796762715719178]
40;[613, 30, 0.5773163369407354]
40;[777, 31, 0.5773163369407354]
40;[849, 32, 0.5773163369407354]
40;[1146, 33, 0.5773163369407354]
40;[33, 34, 0.5773163369407354]
40;[1068, 35, 0.5773163369407353]
40;[1000, 36, 0.5770463864188322]
40;[322, 37, 0.5770463864188321]
40;[370, 38, 0.5770463864188321]
40;[4, 39, 0.5770463864188321]
40;[332, 40, 0.5770463864188321]
40;[362, 41, 0.5770463864188321]
40;[392, 42, 0.5770463864188321]
40;[559, 43, 0.5770463864188321]
40;[763, 44, 0.5770463864188321]
40;[94, 45, 0.5768101711030534]
40;[413, 46, 0.5768101711030534]
40;[421, 47, 0.5768101711030534]
40;[491, 48, 0.5768101711030534]
40;[583, 49, 0.5768101711030534]
40;[929, 50, 0.5768101711030534]
40;[470, 51, 0.5768101711030533]
40;[817, 52, 0.5768101711030533]
40;[1122, 53, 0.5768101711030533]
40;[77, 54, 0.5740542909954862]
40;[473, 55, 0.572160930057315]
40;[1105, 56, 0.570652876952365]
40;[632, 57, 0.569565699189211]
40;[472, 58, 0.5694903164828442]
40;[659, 59, 0.5694903164828442]
40;[1147, 60, 0.5694903164828442]
40;[1232, 61, 0.5694903164828442]
40;[611, 62, 0.5693118617483525]
40;[38, 63, 0.568490320639973]
40;[291, 64, 0.5684903206399728]
40;[1005, 65, 0.5684903206399728]
40;[14, 66, 0.5682042115551994]
40;[377, 67, 0.5679553598682868]
40;[649, 68, 0.5668015298502799]
40;[210, 69, 0.5612552716763619]
40;[622, 70, 0.5575012041423012]
40;[1193, 71, 0.5575012041423012]
40;[515, 72, 0.5575012041423012]
40;[774, 73, 0.5575012041423012]
40;[112, 74, 0.5575012041423011]
40;[225, 75, 0.5564030039513581]
40;[67, 76, 0.5560773012658854]
40;[634, 77, 0.5560773012658853]
40;[995, 78, 0.5538633929889624]
40;[1128, 79, 0.5538633929889624]
40;[899, 80, 0.5492956096162102]
40;[69, 81, 0.54929560961621]
40;[417, 82, 0.5461288970053344]
40;[71, 83, 0.5461288970053344]
40;[60, 84, 0.5461288970053344]
40;[37, 85, 0.545063362585233]
40;[838, 86, 0.545063362585233]
40;[1011, 87, 0.545063362585233]
40;[113, 88, 0.5434396767330169]
40;[776, 89, 0.5428962764759164]
40;[297, 90, 0.5428962764759164]
40;[1216, 91, 0.5428962764759163]
40;[189, 92, 0.5428962764759163]
40;[404, 93, 0.5428962764759163]
40;[526, 94, 0.5424702937640263]
40;[714, 95, 0.5412522309411983]
40;[637, 96, 0.5412522309411983]
40;[795, 97, 0.537630076148737]
40;[484, 98, 0.5231546999561117]
40;[1052, 99, 0.5231546999561117]
40;[1174, 100, 0.5200699825405809]
40;[721, 101, 0.5114045691907193]
40;[773, 102, 0.5114045691907193]
40;[268, 103, 0.5097559696949486]
41;[1190, 0, 0.8720766174870458]
41;[1107, 1, 0.867119460759898]
41;[581, 2, 0.7974453541466254]
41;[804, 3, 0.7803928531154516]
41;[538, 4, 0.7199418841647931]
41;[1201, 5, 0.7199418841647931]
41;[278, 6, 0.7199418841647931]
41;[715, 7, 0.7155245998163353]
41;[510, 8, 0.7155245998163352]
41;[919, 9, 0.6909178440991804]
41;[1106, 10, 0.6766188342264084]
41;[165, 11, 0.6612557548842084]
41;[72, 12, 0.6573036867898764]
41;[283, 13, 0.6573036867898764]
41;[386, 14, 0.6573036867898764]
41;[440, 15, 0.6573036867898764]
41;[601, 16, 0.6573036867898764]
41;[613, 17, 0.6573036867898764]
41;[443, 18, 0.6573036867898763]
41;[1218, 19, 0.6543656050240872]
41;[992, 20, 0.6543656050240871]
41;[1215, 21, 0.6543656050240871]
41;[1239, 22, 0.6543656050240871]
41;[856, 23, 0.6324346247764339]
41;[676, 24, 0.628053587655351]
41;[1108, 25, 0.6231412557608089]
41;[1197, 26, 0.6193021847432933]
41;[794, 27, 0.6176656594566561]
41;[1115, 28, 0.6176656594566561]
41;[360, 29, 0.6057289963165823]
41;[414, 30, 0.6046037059436146]
41;[296, 31, 0.5979275242136441]
41;[258, 32, 0.5773502691896258]
41;[260, 33, 0.5773502691896258]
41;[7, 34, 0.5773502691896258]
41;[912, 35, 0.5773502691896258]
41;[913, 36, 0.5773502691896258]
41;[160, 37, 0.5773502691896258]
41;[1065, 38, 0.5773502691896258]
41;[1086, 39, 0.5773502691896258]
41;[479, 40, 0.5773502691896258]
41;[588, 41, 0.5773502691896258]
41;[745, 42, 0.5773502691896258]
41;[782, 43, 0.5773502691896258]
41;[606, 44, 0.5773502691896258]
41;[711, 45, 0.5773502691896258]
41;[370, 46, 0.5773502691896258]
41;[887, 47, 0.5773502691896258]
41;[511, 48, 0.5773502691896258]
41;[4, 49, 0.5773502691896258]
41;[19, 50, 0.5773502691896258]
41;[59, 51, 0.5773502691896258]
41;[126, 52, 0.5773502691896258]
41;[137, 53, 0.5773502691896258]
41;[139, 54, 0.5773502691896258]
41;[140, 55, 0.5773502691896258]
41;[141, 56, 0.5773502691896258]
41;[150, 57, 0.5773502691896258]
41;[163, 58, 0.5773502691896258]
41;[193, 59, 0.5773502691896258]
41;[211, 60, 0.5773502691896258]
41;[242, 61, 0.5773502691896258]
41;[244, 62, 0.5773502691896258]
41;[246, 63, 0.5773502691896258]
41;[268, 64, 0.5773502691896258]
41;[304, 65, 0.5773502691896258]
41;[305, 66, 0.5773502691896258]
41;[317, 67, 0.5773502691896258]
41;[335, 68, 0.5773502691896258]
41;[348, 69, 0.5773502691896258]
41;[351, 70, 0.5773502691896258]
41;[415, 71, 0.5773502691896258]
41;[441, 72, 0.5773502691896258]
41;[496, 73, 0.5773502691896258]
41;[502, 74, 0.5773502691896258]
41;[508, 75, 0.5773502691896258]
41;[519, 76, 0.5773502691896258]
41;[521, 77, 0.5773502691896258]
41;[527, 78, 0.5773502691896258]
41;[536, 79, 0.5773502691896258]
41;[543, 80, 0.5773502691896258]
41;[553, 81, 0.5773502691896258]
41;[597, 82, 0.5773502691896258]
41;[602, 83, 0.5773502691896258]
41;[604, 84, 0.5773502691896258]
41;[622, 85, 0.5773502691896258]
41;[643, 86, 0.5773502691896258]
41;[648, 87, 0.5773502691896258]
41;[660, 88, 0.5773502691896258]
41;[661, 89, 0.5773502691896258]
41;[680, 90, 0.5773502691896258]
41;[688, 91, 0.5773502691896258]
41;[725, 92, 0.5773502691896258]
41;[738, 93, 0.5773502691896258]
41;[755, 94, 0.5773502691896258]
41;[795, 95, 0.5773502691896258]
41;[798, 96, 0.5773502691896258]
41;[803, 97, 0.5773502691896258]
41;[811, 98, 0.5773502691896258]
41;[815, 99, 0.5773502691896258]
41;[840, 100, 0.5773502691896258]
41;[885, 101, 0.5773502691896258]
41;[925, 102, 0.5773502691896258]
41;[949, 103, 0.5773502691896258]
41;[951, 104, 0.5773502691896258]
41;[953, 105, 0.5773502691896258]
41;[956, 106, 0.5773502691896258]
41;[960, 107, 0.5773502691896258]
41;[961, 108, 0.5773502691896258]
41;[973, 109, 0.5773502691896258]
41;[1003, 110, 0.5773502691896258]
41;[1007, 111, 0.5773502691896258]
41;[1035, 112, 0.5773502691896258]
41;[1038, 113, 0.5773502691896258]
41;[1054, 114, 0.5773502691896258]
41;[1060, 115, 0.5773502691896258]
41;[1068, 116, 0.5773502691896258]
41;[1085, 117, 0.5773502691896258]
41;[1088, 118, 0.5773502691896258]
41;[1120, 119, 0.5773502691896258]
41;[1130, 120, 0.5773502691896258]
41;[1149, 121, 0.5773502691896258]
41;[1199, 122, 0.5773502691896258]
41;[1205, 123, 0.5773502691896258]
41;[1206, 124, 0.5773502691896258]
41;[1223, 125, 0.5773502691896258]
41;[1232, 126, 0.5773502691896258]
41;[224, 127, 0.5773502691896258]
41;[288, 128, 0.5773502691896258]
41;[928, 129, 0.5773502691896258]
41;[46, 130, 0.5773502691896258]
41;[866, 131, 0.5773502691896258]
41;[642, 132, 0.5773502691896258]
41;[399, 133, 0.5773502691896258]
41;[1, 134, 0.5773502691896257]
41;[402, 135, 0.5773502691896257]
41;[147, 136, 0.5773502691896257]
41;[411, 137, 0.5773502691896257]
41;[157, 138, 0.5773502691896257]
41;[923, 139, 0.5773502691896257]
41;[555, 140, 0.5773502691896257]
41;[179, 141, 0.5773502691896257]
41;[185, 142, 0.5773502691896257]
41;[195, 143, 0.5773502691896257]
41;[74, 144, 0.5773502691896257]
41;[205, 145, 0.5773502691896257]
41;[858, 146, 0.5773502691896257]
41;[223, 147, 0.5773502691896257]
41;[355, 148, 0.5773502691896257]
41;[631, 149, 0.5773502691896257]
41;[8, 150, 0.5773502691896257]
41;[265, 151, 0.5773502691896257]
41;[394, 152, 0.5773502691896257]
41;[778, 153, 0.5773502691896257]
41;[905, 154, 0.5773502691896257]
41;[271, 155, 0.5773502691896257]
41;[18, 156, 0.5773502691896257]
41;[1042, 157, 0.5773502691896257]
41;[148, 158, 0.5773502691896257]
41;[1171, 159, 0.5773502691896257]
41;[282, 160, 0.5773502691896257]
41;[922, 161, 0.5773502691896257]
41;[668, 162, 0.5773502691896257]
41;[1180, 163, 0.5773502691896257]
41;[159, 164, 0.5773502691896257]
41;[161, 165, 0.5773502691896257]
41;[800, 166, 0.5773502691896257]
41;[802, 167, 0.5773502691896257]
41;[550, 168, 0.5773502691896257]
41;[427, 169, 0.5773502691896257]
41;[556, 170, 0.5773502691896257]
41;[1071, 171, 0.5773502691896257]
41;[176, 172, 0.5773502691896257]
41;[177, 173, 0.5773502691896257]
41;[178, 174, 0.5773502691896257]
41;[1077, 175, 0.5773502691896257]
41;[696, 176, 0.5773502691896257]
41;[188, 177, 0.5773502691896257]
41;[61, 178, 0.5773502691896257]
41;[62, 179, 0.5773502691896257]
41;[447, 180, 0.5773502691896257]
41;[1091, 181, 0.5773502691896257]
41;[200, 182, 0.5773502691896257]
41;[458, 183, 0.5773502691896257]
41;[459, 184, 0.5773502691896257]
41;[460, 185, 0.5773502691896257]
41;[842, 186, 0.5773502691896257]
41;[590, 187, 0.5773502691896257]
41;[80, 188, 0.5773502691896257]
41;[82, 189, 0.5773502691896257]
41;[1227, 190, 0.5773502691896257]
41;[469, 191, 0.5773502691896257]
41;[1112, 192, 0.5773502691896257]
41;[987, 193, 0.5773502691896257]
41;[989, 194, 0.5773502691896257]
41;[865, 195, 0.5773502691896257]
41;[611, 196, 0.5773502691896257]
41;[1000, 197, 0.5773502691896257]
41;[753, 198, 0.5773502691896257]
41;[1010, 199, 0.5773502691896257]
41;[884, 200, 0.5773502691896257]
41;[505, 201, 0.5773502691896257]
41;[250, 202, 0.5773502691896257]
41;[123, 203, 0.5773502691896257]
41;[890, 204, 0.5773502691896257]
41;[6, 205, 0.5773502691896257]
41;[790, 206, 0.5773502691896257]
41;[1173, 207, 0.5773502691896257]
41;[945, 208, 0.5773502691896257]
41;[1078, 209, 0.5773502691896257]
41;[451, 210, 0.5773502691896257]
41;[589, 211, 0.5773502691896257]
41;[591, 212, 0.5773502691896257]
41;[983, 213, 0.5773502691896257]
41;[346, 214, 0.5773502691896257]
41;[988, 215, 0.5773502691896257]
41;[874, 216, 0.5773502691896257]
41;[110, 217, 0.5773502691896257]
41;[517, 218, 0.5773502691896257]
41;[1102, 219, 0.5773502691896257]
41;[598, 220, 0.5773502691896257]
41;[104, 221, 0.5773502691896257]
41;[618, 222, 0.5773502691896257]
41;[111, 223, 0.5773502691896257]
41;[146, 224, 0.5773502691896257]
41;[1170, 225, 0.5773502691896257]
41;[187, 226, 0.5773502691896257]
41;[754, 227, 0.5773502691896257]
41;[253, 228, 0.5773502691896257]
41;[767, 229, 0.5773502691896257]
41;[769, 230, 0.5773502691896257]
41;[784, 231, 0.5773502691896257]
41;[812, 232, 0.5773502691896257]
41;[326, 233, 0.5773502691896257]
41;[333, 234, 0.5773502691896257]
41;[347, 235, 0.5773502691896257]
41;[863, 236, 0.5773502691896257]
41;[377, 237, 0.5773502691896257]
41;[903, 238, 0.5773502691896257]
41;[429, 239, 0.5773502691896257]
41;[432, 240, 0.5773502691896257]
41;[437, 241, 0.5773502691896257]
41;[438, 242, 0.5773502691896257]
41;[457, 243, 0.5773502691896257]
41;[463, 244, 0.5773502691896257]
41;[487, 245, 0.5773502691896257]
41;[499, 246, 0.5773502691896257]
41;[11, 247, 0.5773502691896257]
41;[15, 248, 0.5773502691896257]
41;[31, 249, 0.5773502691896257]
41;[552, 250, 0.5773502691896257]
41;[1067, 251, 0.5773502691896257]
41;[1073, 252, 0.5773502691896257]
41;[614, 253, 0.5773502691896257]
41;[118, 254, 0.5773502691896257]
41;[1169, 255, 0.5773502691896257]
41;[206, 256, 0.5773502691896257]
41;[212, 257, 0.5773502691896257]
41;[726, 258, 0.5773502691896257]
41;[219, 259, 0.5773502691896257]
41;[731, 260, 0.5773502691896257]
41;[733, 261, 0.5773502691896257]
41;[736, 262, 0.5773502691896257]
41;[243, 263, 0.5773502691896257]
41;[822, 264, 0.5773502691896257]
41;[322, 265, 0.5773502691896257]
41;[325, 266, 0.5773502691896257]
41;[860, 267, 0.5773502691896257]
41;[358, 268, 0.5773502691896257]
41;[879, 269, 0.5773502691896257]
41;[914, 270, 0.5773502691896257]
41;[969, 271, 0.5773502691896257]
41;[473, 272, 0.5773502691896257]
41;[985, 273, 0.5773502691896257]
41;[1019, 274, 0.5773502691896257]
