QueryNumber;Result
28;[575, 608, 0]
28;[576, 609, 0]
28;[577, 610, 0]
28;[578, 611, 0]
28;[579, 612, 0]
28;[580, 613, 0]
28;[581, 614, 0]
28;[582, 615, 0]
28;[583, 616, 0]
28;[584, 617, 0]
28;[585, 618, 0]
28;[586, 619, 0]
28;[587, 620, 0]
28;[588, 621, 0]
28;[589, 622, 0]
28;[590, 623, 0]
28;[591, 624, 0]
28;[592, 625, 0]
28;[593, 626, 0]
28;[596, 627, 0]
28;[597, 628, 0]
28;[598, 629, 0]
28;[599, 630, 0]
28;[600, 631, 0]
28;[601, 632, 0]
28;[602, 633, 0]
28;[603, 634, 0]
28;[604, 635, 0]
28;[605, 636, 0]
28;[606, 637, 0]
28;[607, 638, 0]
28;[608, 639, 0]
28;[609, 640, 0]
28;[610, 641, 0]
28;[612, 642, 0]
28;[613, 643, 0]
28;[614, 644, 0]
28;[615, 645, 0]
28;[616, 646, 0]
28;[617, 647, 0]
28;[618, 648, 0]
28;[619, 649, 0]
28;[620, 650, 0]
28;[621, 651, 0]
28;[622, 652, 0]
28;[623, 653, 0]
28;[624, 654, 0]
28;[625, 655, 0]
28;[626, 656, 0]
28;[627, 657, 0]
28;[628, 658, 0]
28;[629, 659, 0]
28;[630, 660, 0]
28;[631, 661, 0]
28;[632, 662, 0]
28;[633, 663, 0]
28;[634, 664, 0]
28;[635, 665, 0]
28;[636, 666, 0]
28;[637, 667, 0]
28;[638, 668, 0]
28;[639, 669, 0]
28;[640, 670, 0]
28;[641, 671, 0]
28;[642, 672, 0]
28;[643, 673, 0]
28;[644, 674, 0]
28;[645, 675, 0]
28;[646, 676, 0]
28;[647, 677, 0]
28;[648, 678, 0]
28;[649, 679, 0]
28;[650, 680, 0]
28;[651, 681, 0]
28;[653, 682, 0]
28;[654, 683, 0]
28;[655, 684, 0]
28;[656, 685, 0]
28;[657, 686, 0]
28;[659, 687, 0]
28;[660, 688, 0]
28;[661, 689, 0]
28;[662, 690, 0]
28;[663, 691, 0]
28;[664, 692, 0]
28;[666, 693, 0]
28;[667, 694, 0]
28;[668, 695, 0]
28;[669, 696, 0]
28;[670, 697, 0]
28;[671, 698, 0]
28;[672, 699, 0]
28;[674, 700, 0]
28;[675, 701, 0]
28;[676, 702, 0]
28;[677, 703, 0]
28;[678, 704, 0]
28;[679, 705, 0]
28;[680, 706, 0]
28;[681, 707, 0]
28;[682, 708, 0]
28;[683, 709, 0]
28;[684, 710, 0]
28;[685, 711, 0]
28;[686, 712, 0]
28;[687, 713, 0]
28;[688, 714, 0]
28;[689, 715, 0]
28;[690, 716, 0]
28;[691, 717, 0]
28;[692, 718, 0]
28;[693, 719, 0]
28;[694, 720, 0]
28;[695, 721, 0]
28;[696, 722, 0]
28;[697, 723, 0]
28;[698, 724, 0]
28;[699, 725, 0]
28;[700, 726, 0]
28;[701, 727, 0]
28;[702, 728, 0]
28;[704, 729, 0]
28;[705, 730, 0]
28;[706, 731, 0]
28;[707, 732, 0]
28;[708, 733, 0]
28;[709, 734, 0]
28;[710, 735, 0]
28;[711, 736, 0]
28;[713, 737, 0]
28;[714, 738, 0]
28;[715, 739, 0]
28;[716, 740, 0]
28;[718, 741, 0]
28;[721, 742, 0]
28;[722, 743, 0]
28;[723, 744, 0]
28;[724, 745, 0]
28;[726, 746, 0]
28;[728, 747, 0]
28;[730, 748, 0]
28;[731, 749, 0]
28;[732, 750, 0]
28;[733, 751, 0]
28;[734, 752, 0]
28;[736, 753, 0]
28;[737, 754, 0]
28;[738, 755, 0]
28;[739, 756, 0]
28;[740, 757, 0]
28;[741, 758, 0]
28;[742, 759, 0]
28;[743, 760, 0]
28;[744, 761, 0]
28;[745, 762, 0]
28;[746, 763, 0]
28;[747, 764, 0]
28;[748, 765, 0]
28;[749, 766, 0]
28;[750, 767, 0]
28;[751, 768, 0]
28;[753, 769, 0]
28;[754, 770, 0]
28;[755, 771, 0]
28;[756, 772, 0]
28;[757, 773, 0]
28;[758, 774, 0]
28;[759, 775, 0]
28;[761, 776, 0]
28;[762, 777, 0]
28;[763, 778, 0]
28;[764, 779, 0]
28;[765, 780, 0]
28;[766, 781, 0]
28;[767, 782, 0]
28;[768, 783, 0]
28;[769, 784, 0]
28;[770, 785, 0]
28;[771, 786, 0]
28;[772, 787, 0]
28;[773, 788, 0]
28;[774, 789, 0]
28;[775, 790, 0]
28;[776, 791, 0]
28;[777, 792, 0]
28;[778, 793, 0]
28;[779, 794, 0]
28;[780, 795, 0]
28;[781, 796, 0]
28;[783, 797, 0]
28;[784, 798, 0]
28;[785, 799, 0]
28;[786, 800, 0]
28;[787, 801, 0]
28;[788, 802, 0]
28;[789, 803, 0]
28;[790, 804, 0]
28;[791, 805, 0]
28;[792, 806, 0]
28;[793, 807, 0]
28;[794, 808, 0]
28;[795, 809, 0]
28;[796, 810, 0]
28;[797, 811, 0]
28;[798, 812, 0]
28;[799, 813, 0]
28;[801, 814, 0]
28;[802, 815, 0]
28;[803, 816, 0]
28;[804, 817, 0]
28;[805, 818, 0]
28;[806, 819, 0]
28;[807, 820, 0]
28;[809, 821, 0]
28;[810, 822, 0]
28;[811, 823, 0]
28;[812, 824, 0]
28;[813, 825, 0]
28;[814, 826, 0]
28;[815, 827, 0]
28;[816, 828, 0]
28;[817, 829, 0]
28;[819, 830, 0]
28;[820, 831, 0]
28;[821, 832, 0]
28;[822, 833, 0]
28;[823, 834, 0]
28;[824, 835, 0]
28;[825, 836, 0]
28;[826, 837, 0]
28;[827, 838, 0]
28;[828, 839, 0]
28;[829, 840, 0]
28;[830, 841, 0]
28;[831, 842, 0]
28;[832, 843, 0]
28;[833, 844, 0]
28;[834, 845, 0]
28;[835, 846, 0]
28;[836, 847, 0]
28;[837, 848, 0]
28;[838, 849, 0]
28;[840, 850, 0]
28;[841, 851, 0]
28;[842, 852, 0]
28;[843, 853, 0]
28;[844, 854, 0]
28;[845, 855, 0]
28;[846, 856, 0]
28;[847, 857, 0]
28;[849, 858, 0]
28;[850, 859, 0]
28;[851, 860, 0]
28;[852, 861, 0]
28;[853, 862, 0]
28;[854, 863, 0]
28;[855, 864, 0]
28;[856, 865, 0]
28;[857, 866, 0]
28;[858, 867, 0]
28;[859, 868, 0]
28;[860, 869, 0]
28;[861, 870, 0]
28;[862, 871, 0]
28;[863, 872, 0]
28;[864, 873, 0]
28;[865, 874, 0]
28;[866, 875, 0]
28;[867, 876, 0]
28;[868, 877, 0]
28;[869, 878, 0]
28;[870, 879, 0]
28;[872, 880, 0]
28;[873, 881, 0]
28;[874, 882, 0]
28;[875, 883, 0]
28;[876, 884, 0]
28;[877, 885, 0]
28;[878, 886, 0]
28;[879, 887, 0]
28;[881, 888, 0]
28;[882, 889, 0]
28;[883, 890, 0]
28;[884, 891, 0]
28;[885, 892, 0]
28;[886, 893, 0]
28;[887, 894, 0]
28;[888, 895, 0]
28;[889, 896, 0]
28;[890, 897, 0]
28;[891, 898, 0]
28;[892, 899, 0]
28;[893, 900, 0]
28;[895, 901, 0]
28;[896, 902, 0]
28;[897, 903, 0]
28;[899, 904, 0]
28;[900, 905, 0]
28;[901, 906, 0]
28;[902, 907, 0]
28;[903, 908, 0]
28;[904, 909, 0]
28;[905, 910, 0]
28;[906, 911, 0]
28;[907, 912, 0]
28;[908, 913, 0]
28;[909, 914, 0]
28;[910, 915, 0]
28;[911, 916, 0]
28;[912, 917, 0]
28;[913, 918, 0]
28;[914, 919, 0]
28;[915, 920, 0]
28;[916, 921, 0]
28;[917, 922, 0]
28;[918, 923, 0]
28;[919, 924, 0]
28;[920, 925, 0]
28;[921, 926, 0]
28;[922, 927, 0]
28;[923, 928, 0]
28;[924, 929, 0]
28;[925, 930, 0]
28;[926, 931, 0]
28;[927, 932, 0]
28;[928, 933, 0]
28;[929, 934, 0]
28;[930, 935, 0]
28;[931, 936, 0]
28;[933, 937, 0]
28;[934, 938, 0]
28;[935, 939, 0]
28;[936, 940, 0]
28;[937, 941, 0]
28;[938, 942, 0]
28;[940, 943, 0]
28;[941, 944, 0]
28;[942, 945, 0]
28;[943, 946, 0]
28;[944, 947, 0]
28;[945, 948, 0]
28;[946, 949, 0]
28;[947, 950, 0]
28;[948, 951, 0]
28;[949, 952, 0]
28;[950, 953, 0]
28;[951, 954, 0]
28;[952, 955, 0]
28;[953, 956, 0]
28;[954, 957, 0]
28;[955, 958, 0]
28;[957, 959, 0]
28;[958, 960, 0]
28;[959, 961, 0]
28;[960, 962, 0]
28;[961, 963, 0]
28;[962, 964, 0]
28;[963, 965, 0]
28;[965, 966, 0]
28;[966, 967, 0]
28;[967, 968, 0]
28;[969, 969, 0]
28;[970, 970, 0]
28;[971, 971, 0]
28;[972, 972, 0]
28;[973, 973, 0]
28;[974, 974, 0]
28;[975, 975, 0]
28;[976, 976, 0]
28;[977, 977, 0]
28;[978, 978, 0]
28;[979, 979, 0]
28;[980, 980, 0]
28;[981, 981, 0]
28;[983, 982, 0]
28;[985, 983, 0]
28;[986, 984, 0]
28;[987, 985, 0]
28;[988, 986, 0]
28;[989, 987, 0]
28;[990, 988, 0]
28;[991, 989, 0]
28;[992, 990, 0]
28;[993, 991, 0]
28;[994, 992, 0]
28;[995, 993, 0]
28;[996, 994, 0]
28;[997, 995, 0]
28;[998, 996, 0]
28;[999, 997, 0]
28;[1000, 998, 0]
28;[1001, 999, 0]
28;[1002, 1000, 0]
28;[1003, 1001, 0]
28;[1004, 1002, 0]
28;[1006, 1003, 0]
28;[1007, 1004, 0]
28;[1008, 1005, 0]
28;[1009, 1006, 0]
28;[1010, 1007, 0]
28;[1011, 1008, 0]
28;[1012, 1009, 0]
28;[1013, 1010, 0]
28;[1015, 1011, 0]
28;[1016, 1012, 0]
28;[1017, 1013, 0]
28;[1018, 1014, 0]
28;[1020, 1015, 0]
28;[1021, 1016, 0]
28;[1022, 1017, 0]
28;[1024, 1018, 0]
28;[1025, 1019, 0]
28;[1026, 1020, 0]
28;[1027, 1021, 0]
28;[1028, 1022, 0]
28;[1029, 1023, 0]
28;[1030, 1024, 0]
28;[1032, 1025, 0]
28;[1033, 1026, 0]
28;[1034, 1027, 0]
28;[1035, 1028, 0]
28;[1036, 1029, 0]
28;[1037, 1030, 0]
28;[1038, 1031, 0]
28;[1039, 1032, 0]
28;[1040, 1033, 0]
28;[1041, 1034, 0]
28;[1042, 1035, 0]
28;[1043, 1036, 0]
28;[1044, 1037, 0]
28;[1045, 1038, 0]
28;[1046, 1039, 0]
28;[1047, 1040, 0]
28;[1048, 1041, 0]
28;[1049, 1042, 0]
28;[1050, 1043, 0]
28;[1051, 1044, 0]
28;[1052, 1045, 0]
28;[1053, 1046, 0]
28;[1054, 1047, 0]
28;[1055, 1048, 0]
28;[1056, 1049, 0]
28;[1057, 1050, 0]
28;[1058, 1051, 0]
28;[1059, 1052, 0]
28;[1060, 1053, 0]
28;[1063, 1054, 0]
28;[1064, 1055, 0]
28;[1065, 1056, 0]
28;[1066, 1057, 0]
28;[1067, 1058, 0]
28;[1068, 1059, 0]
28;[1070, 1060, 0]
28;[1071, 1061, 0]
28;[1072, 1062, 0]
28;[1073, 1063, 0]
28;[1074, 1064, 0]
28;[1075, 1065, 0]
28;[1076, 1066, 0]
28;[1077, 1067, 0]
28;[1078, 1068, 0]
28;[1079, 1069, 0]
28;[1080, 1070, 0]
28;[1081, 1071, 0]
28;[1082, 1072, 0]
28;[1085, 1073, 0]
28;[1086, 1074, 0]
28;[1087, 1075, 0]
28;[1088, 1076, 0]
28;[1090, 1077, 0]
28;[1091, 1078, 0]
28;[1092, 1079, 0]
28;[1093, 1080, 0]
28;[1095, 1081, 0]
28;[1096, 1082, 0]
28;[1097, 1083, 0]
28;[1098, 1084, 0]
28;[1099, 1085, 0]
28;[1100, 1086, 0]
28;[1101, 1087, 0]
28;[1102, 1088, 0]
28;[1103, 1089, 0]
28;[1104, 1090, 0]
28;[1105, 1091, 0]
28;[1106, 1092, 0]
28;[1107, 1093, 0]
28;[1108, 1094, 0]
28;[1109, 1095, 0]
28;[1110, 1096, 0]
28;[1111, 1097, 0]
28;[1112, 1098, 0]
28;[1113, 1099, 0]
28;[1114, 1100, 0]
28;[1115, 1101, 0]
28;[1116, 1102, 0]
28;[1117, 1103, 0]
28;[1118, 1104, 0]
28;[1119, 1105, 0]
28;[1120, 1106, 0]
28;[1121, 1107, 0]
28;[1122, 1108, 0]
28;[1123, 1109, 0]
28;[1124, 1110, 0]
28;[1125, 1111, 0]
28;[1126, 1112, 0]
28;[1127, 1113, 0]
28;[1128, 1114, 0]
28;[1129, 1115, 0]
28;[1130, 1116, 0]
28;[1131, 1117, 0]
28;[1132, 1118, 0]
28;[1133, 1119, 0]
28;[1134, 1120, 0]
28;[1135, 1121, 0]
28;[1136, 1122, 0]
28;[1137, 1123, 0]
28;[1138, 1124, 0]
28;[1139, 1125, 0]
28;[1140, 1126, 0]
28;[1141, 1127, 0]
28;[1142, 1128, 0]
28;[1143, 1129, 0]
28;[1144, 1130, 0]
28;[1145, 1131, 0]
28;[1146, 1132, 0]
28;[1147, 1133, 0]
28;[1148, 1134, 0]
28;[1149, 1135, 0]
28;[1151, 1136, 0]
28;[1152, 1137, 0]
28;[1153, 1138, 0]
28;[1155, 1139, 0]
28;[1156, 1140, 0]
28;[1157, 1141, 0]
28;[1158, 1142, 0]
28;[1159, 1143, 0]
28;[1160, 1144, 0]
28;[1161, 1145, 0]
28;[1162, 1146, 0]
28;[1163, 1147, 0]
28;[1164, 1148, 0]
28;[1165, 1149, 0]
28;[1167, 1150, 0]
28;[1168, 1151, 0]
28;[1170, 1152, 0]
28;[1171, 1153, 0]
28;[1172, 1154, 0]
28;[1173, 1155, 0]
28;[1175, 1156, 0]
28;[1177, 1157, 0]
28;[1178, 1158, 0]
28;[1179, 1159, 0]
28;[1180, 1160, 0]
28;[1181, 1161, 0]
28;[1182, 1162, 0]
28;[1183, 1163, 0]
28;[1184, 1164, 0]
28;[1185, 1165, 0]
28;[1186, 1166, 0]
28;[1188, 1167, 0]
28;[1189, 1168, 0]
28;[1190, 1169, 0]
28;[1191, 1170, 0]
28;[1193, 1171, 0]
28;[1194, 1172, 0]
28;[1195, 1173, 0]
28;[1196, 1174, 0]
28;[1197, 1175, 0]
28;[1198, 1176, 0]
28;[1199, 1177, 0]
28;[1200, 1178, 0]
28;[1201, 1179, 0]
28;[1202, 1180, 0]
28;[1203, 1181, 0]
28;[1205, 1182, 0]
28;[1206, 1183, 0]
28;[1207, 1184, 0]
28;[1208, 1185, 0]
28;[1209, 1186, 0]
28;[1210, 1187, 0]
28;[1211, 1188, 0]
28;[1212, 1189, 0]
28;[1213, 1190, 0]
28;[1214, 1191, 0]
28;[1215, 1192, 0]
28;[1216, 1193, 0]
28;[1217, 1194, 0]
28;[1218, 1195, 0]
28;[1219, 1196, 0]
28;[1220, 1197, 0]
28;[1221, 1198, 0]
28;[1222, 1199, 0]
28;[1223, 1200, 0]
28;[1224, 1201, 0]
28;[1226, 1202, 0]
28;[1227, 1203, 0]
28;[1228, 1204, 0]
28;[1229, 1205, 0]
28;[1230, 1206, 0]
28;[1231, 1207, 0]
28;[1232, 1208, 0]
28;[1233, 1209, 0]
28;[1234, 1210, 0]
28;[1235, 1211, 0]
28;[1236, 1212, 0]
28;[1237, 1213, 0]
28;[1238, 1214, 0]
29;[98, 0, 0.5]
29;[104, 1, 0.5]
29;[107, 2, 0.5]
29;[149, 3, 0.5]
29;[179, 4, 0.5]
29;[202, 5, 0.5]
29;[215, 6, 0.5]
29;[230, 7, 0.5]
29;[254, 8, 0.5]
29;[262, 9, 0.5]
29;[267, 10, 0.5]
29;[297, 11, 0.5]
29;[317, 12, 0.5]
29;[322, 13, 0.5]
29;[351, 14, 0.5]
29;[352, 15, 0.5]
29;[398, 16, 0.5]
29;[436, 17, 0.5]
29;[468, 18, 0.5]
29;[477, 19, 0.5]
29;[550, 20, 0.5]
29;[610, 21, 0.5]
29;[611, 22, 0.5]
29;[665, 23, 0.5]
29;[687, 24, 0.5]
29;[720, 25, 0.5]
29;[768, 26, 0.5]
29;[799, 27, 0.5]
29;[808, 28, 0.5]
29;[848, 29, 0.5]
29;[942, 30, 0.5]
29;[944, 31, 0.5]
29;[956, 32, 0.5]
29;[975, 33, 0.5]
29;[986, 34, 0.5]
29;[1062, 35, 0.5]
29;[1192, 36, 0.5]
29;[1198, 37, 0.5]
29;[1204, 38, 0.5]
29;[1239, 39, 0.5]
29;[1, 40, 0]
29;[2, 41, 0]
29;[3, 42, 0]
29;[4, 43, 0]
29;[5, 44, 0]
29;[6, 45, 0]
29;[7, 46, 0]
29;[8, 47, 0]
29;[9, 48, 0]
29;[10, 49, 0]
29;[11, 50, 0]
29;[12, 51, 0]
29;[13, 52, 0]
29;[14, 53, 0]
29;[15, 54, 0]
29;[16, 55, 0]
29;[17, 56, 0]
29;[18, 57, 0]
29;[19, 58, 0]
29;[20, 59, 0]
29;[21, 60, 0]
29;[22, 61, 0]
29;[23, 62, 0]
29;[24, 63, 0]
29;[25, 64, 0]
29;[26, 65, 0]
29;[27, 66, 0]
29;[28, 67, 0]
29;[29, 68, 0]
29;[30, 69, 0]
29;[31, 70, 0]
29;[32, 71, 0]
29;[33, 72, 0]
29;[34, 73, 0]
29;[35, 74, 0]
29;[37, 75, 0]
29;[38, 76, 0]
29;[39, 77, 0]
29;[40, 78, 0]
29;[41, 79, 0]
29;[42, 80, 0]
29;[43, 81, 0]
29;[44, 82, 0]
29;[45, 83, 0]
29;[46, 84, 0]
29;[47, 85, 0]
29;[48, 86, 0]
29;[49, 87, 0]
29;[50, 88, 0]
29;[51, 89, 0]
29;[52, 90, 0]
29;[53, 91, 0]
29;[54, 92, 0]
29;[55, 93, 0]
29;[56, 94, 0]
29;[57, 95, 0]
29;[58, 96, 0]
29;[59, 97, 0]
29;[60, 98, 0]
29;[61, 99, 0]
29;[62, 100, 0]
29;[63, 101, 0]
29;[64, 102, 0]
29;[65, 103, 0]
29;[66, 104, 0]
29;[67, 105, 0]
29;[68, 106, 0]
29;[69, 107, 0]
29;[70, 108, 0]
29;[71, 109, 0]
29;[72, 110, 0]
29;[73, 111, 0]
29;[74, 112, 0]
29;[75, 113, 0]
29;[76, 114, 0]
29;[77, 115, 0]
29;[78, 116, 0]
29;[79, 117, 0]
29;[80, 118, 0]
29;[81, 119, 0]
29;[82, 120, 0]
29;[83, 121, 0]
29;[84, 122, 0]
29;[85, 123, 0]
29;[86, 124, 0]
29;[87, 125, 0]
29;[88, 126, 0]
29;[89, 127, 0]
29;[90, 128, 0]
29;[91, 129, 0]
29;[92, 130, 0]
29;[93, 131, 0]
29;[94, 132, 0]
29;[95, 133, 0]
29;[96, 134, 0]
29;[97, 135, 0]
29;[99, 136, 0]
29;[100, 137, 0]
29;[101, 138, 0]
29;[102, 139, 0]
29;[103, 140, 0]
29;[105, 141, 0]
29;[106, 142, 0]
29;[108, 143, 0]
29;[109, 144, 0]
29;[110, 145, 0]
29;[111, 146, 0]
29;[112, 147, 0]
29;[113, 148, 0]
29;[114, 149, 0]
29;[115, 150, 0]
29;[116, 151, 0]
29;[117, 152, 0]
29;[118, 153, 0]
29;[119, 154, 0]
29;[120, 155, 0]
29;[121, 156, 0]
29;[122, 157, 0]
29;[123, 158, 0]
29;[124, 159, 0]
29;[125, 160, 0]
29;[126, 161, 0]
29;[127, 162, 0]
29;[129, 163, 0]
29;[130, 164, 0]
29;[131, 165, 0]
29;[133, 166, 0]
29;[134, 167, 0]
29;[135, 168, 0]
29;[136, 169, 0]
29;[137, 170, 0]
29;[138, 171, 0]
29;[139, 172, 0]
29;[140, 173, 0]
29;[141, 174, 0]
29;[142, 175, 0]
29;[143, 176, 0]
29;[144, 177, 0]
29;[145, 178, 0]
29;[146, 179, 0]
29;[147, 180, 0]
29;[148, 181, 0]
29;[150, 182, 0]
29;[151, 183, 0]
29;[152, 184, 0]
29;[153, 185, 0]
29;[154, 186, 0]
29;[155, 187, 0]
29;[156, 188, 0]
29;[157, 189, 0]
29;[158, 190, 0]
29;[159, 191, 0]
29;[160, 192, 0]
29;[161, 193, 0]
29;[162, 194, 0]
29;[163, 195, 0]
29;[164, 196, 0]
29;[165, 197, 0]
29;[166, 198, 0]
29;[167, 199, 0]
29;[169, 200, 0]
29;[170, 201, 0]
29;[171, 202, 0]
29;[172, 203, 0]
29;[173, 204, 0]
29;[174, 205, 0]
29;[175, 206, 0]
29;[176, 207, 0]
29;[177, 208, 0]
29;[178, 209, 0]
29;[180, 210, 0]
29;[181, 211, 0]
29;[182, 212, 0]
29;[183, 213, 0]
29;[184, 214, 0]
29;[185, 215, 0]
29;[186, 216, 0]
29;[187, 217, 0]
29;[188, 218, 0]
29;[189, 219, 0]
29;[190, 220, 0]
29;[191, 221, 0]
29;[192, 222, 0]
29;[193, 223, 0]
29;[194, 224, 0]
29;[195, 225, 0]
29;[196, 226, 0]
29;[197, 227, 0]
29;[198, 228, 0]
29;[199, 229, 0]
29;[200, 230, 0]
29;[201, 231, 0]
29;[203, 232, 0]
29;[204, 233, 0]
29;[205, 234, 0]
29;[206, 235, 0]
29;[207, 236, 0]
29;[208, 237, 0]
29;[209, 238, 0]
29;[210, 239, 0]
29;[211, 240, 0]
29;[212, 241, 0]
29;[213, 242, 0]
29;[214, 243, 0]
29;[216, 244, 0]
29;[217, 245, 0]
29;[218, 246, 0]
29;[219, 247, 0]
29;[220, 248, 0]
29;[221, 249, 0]
29;[222, 250, 0]
29;[223, 251, 0]
29;[224, 252, 0]
29;[225, 253, 0]
29;[226, 254, 0]
29;[227, 255, 0]
29;[228, 256, 0]
29;[229, 257, 0]
29;[231, 258, 0]
29;[232, 259, 0]
29;[233, 260, 0]
29;[234, 261, 0]
29;[235, 262, 0]
29;[236, 263, 0]
29;[237, 264, 0]
29;[238, 265, 0]
29;[239, 266, 0]
29;[240, 267, 0]
29;[241, 268, 0]
29;[242, 269, 0]
29;[243, 270, 0]
29;[244, 271, 0]
29;[245, 272, 0]
29;[246, 273, 0]
29;[247, 274, 0]
29;[248, 275, 0]
29;[249, 276, 0]
29;[250, 277, 0]
29;[251, 278, 0]
29;[252, 279, 0]
29;[253, 280, 0]
29;[255, 281, 0]
29;[256, 282, 0]
29;[257, 283, 0]
29;[258, 284, 0]
29;[259, 285, 0]
29;[260, 286, 0]
29;[261, 287, 0]
29;[263, 288, 0]
29;[264, 289, 0]
29;[265, 290, 0]
29;[266, 291, 0]
29;[268, 292, 0]
29;[269, 293, 0]
29;[270, 294, 0]
29;[271, 295, 0]
29;[272, 296, 0]
29;[273, 297, 0]
29;[274, 298, 0]
29;[275, 299, 0]
29;[276, 300, 0]
29;[277, 301, 0]
29;[278, 302, 0]
29;[279, 303, 0]
29;[280, 304, 0]
29;[281, 305, 0]
29;[282, 306, 0]
29;[283, 307, 0]
29;[284, 308, 0]
29;[285, 309, 0]
29;[286, 310, 0]
29;[287, 311, 0]
29;[288, 312, 0]
29;[289, 313, 0]
29;[290, 314, 0]
29;[291, 315, 0]
29;[292, 316, 0]
29;[293, 317, 0]
29;[294, 318, 0]
29;[295, 319, 0]
29;[296, 320, 0]
29;[299, 321, 0]
29;[300, 322, 0]
29;[301, 323, 0]
29;[302, 324, 0]
29;[303, 325, 0]
29;[304, 326, 0]
29;[305, 327, 0]
29;[306, 328, 0]
29;[307, 329, 0]
29;[308, 330, 0]
29;[309, 331, 0]
29;[310, 332, 0]
29;[311, 333, 0]
29;[312, 334, 0]
29;[313, 335, 0]
29;[314, 336, 0]
29;[315, 337, 0]
29;[316, 338, 0]
29;[318, 339, 0]
29;[319, 340, 0]
29;[320, 341, 0]
29;[321, 342, 0]
29;[323, 343, 0]
29;[324, 344, 0]
29;[325, 345, 0]
29;[326, 346, 0]
29;[327, 347, 0]
29;[328, 348, 0]
29;[330, 349, 0]
29;[331, 350, 0]
29;[332, 351, 0]
29;[333, 352, 0]
29;[334, 353, 0]
29;[335, 354, 0]
29;[336, 355, 0]
29;[337, 356, 0]
29;[338, 357, 0]
29;[339, 358, 0]
29;[340, 359, 0]
29;[341, 360, 0]
29;[342, 361, 0]
29;[343, 362, 0]
29;[344, 363, 0]
29;[345, 364, 0]
29;[346, 365, 0]
29;[347, 366, 0]
29;[348, 367, 0]
29;[349, 368, 0]
29;[350, 369, 0]
29;[353, 370, 0]
29;[354, 371, 0]
29;[355, 372, 0]
29;[356, 373, 0]
29;[357, 374, 0]
29;[358, 375, 0]
29;[359, 376, 0]
29;[360, 377, 0]
29;[361, 378, 0]
29;[362, 379, 0]
29;[363, 380, 0]
29;[364, 381, 0]
29;[365, 382, 0]
29;[366, 383, 0]
29;[367, 384, 0]
29;[368, 385, 0]
29;[369, 386, 0]
29;[370, 387, 0]
29;[371, 388, 0]
29;[372, 389, 0]
29;[373, 390, 0]
29;[374, 391, 0]
29;[375, 392, 0]
29;[376, 393, 0]
29;[377, 394, 0]
29;[378, 395, 0]
29;[379, 396, 0]
29;[380, 397, 0]
29;[381, 398, 0]
29;[382, 399, 0]
29;[383, 400, 0]
29;[384, 401, 0]
29;[385, 402, 0]
29;[386, 403, 0]
29;[387, 404, 0]
29;[388, 405, 0]
29;[389, 406, 0]
29;[390, 407, 0]
29;[391, 408, 0]
29;[392, 409, 0]
29;[393, 410, 0]
29;[394, 411, 0]
29;[395, 412, 0]
29;[396, 413, 0]
29;[397, 414, 0]
29;[399, 415, 0]
29;[400, 416, 0]
29;[401, 417, 0]
29;[402, 418, 0]
29;[403, 419, 0]
29;[404, 420, 0]
29;[405, 421, 0]
29;[406, 422, 0]
29;[407, 423, 0]
29;[408, 424, 0]
29;[409, 425, 0]
29;[410, 426, 0]
29;[411, 427, 0]
29;[412, 428, 0]
29;[413, 429, 0]
29;[414, 430, 0]
29;[415, 431, 0]
29;[416, 432, 0]
29;[417, 433, 0]
29;[418, 434, 0]
29;[419, 435, 0]
29;[420, 436, 0]
29;[421, 437, 0]
29;[422, 438, 0]
29;[423, 439, 0]
29;[424, 440, 0]
29;[425, 441, 0]
29;[426, 442, 0]
29;[427, 443, 0]
29;[428, 444, 0]
29;[429, 445, 0]
29;[430, 446, 0]
29;[431, 447, 0]
29;[432, 448, 0]
29;[433, 449, 0]
29;[434, 450, 0]
29;[435, 451, 0]
29;[437, 452, 0]
29;[438, 453, 0]
29;[439, 454, 0]
29;[440, 455, 0]
29;[441, 456, 0]
29;[442, 457, 0]
29;[443, 458, 0]
29;[444, 459, 0]
29;[445, 460, 0]
29;[446, 461, 0]
29;[447, 462, 0]
29;[448, 463, 0]
29;[449, 464, 0]
29;[450, 465, 0]
29;[451, 466, 0]
29;[452, 467, 0]
29;[453, 468, 0]
29;[454, 469, 0]
29;[455, 470, 0]
29;[456, 471, 0]
29;[457, 472, 0]
29;[458, 473, 0]
29;[459, 474, 0]
29;[460, 475, 0]
29;[461, 476, 0]
29;[462, 477, 0]
29;[463, 478, 0]
29;[464, 479, 0]
29;[465, 480, 0]
29;[466, 481, 0]
29;[467, 482, 0]
29;[469, 483, 0]
29;[470, 484, 0]
29;[471, 485, 0]
29;[472, 486, 0]
29;[473, 487, 0]
29;[474, 488, 0]
29;[475, 489, 0]
29;[476, 490, 0]
29;[478, 491, 0]
29;[479, 492, 0]
29;[480, 493, 0]
29;[481, 494, 0]
29;[482, 495, 0]
29;[483, 496, 0]
29;[484, 497, 0]
29;[485, 498, 0]
29;[486, 499, 0]
29;[487, 500, 0]
29;[488, 501, 0]
29;[489, 502, 0]
29;[490, 503, 0]
29;[491, 504, 0]
29;[492, 505, 0]
29;[494, 506, 0]
29;[495, 507, 0]
29;[496, 508, 0]
29;[497, 509, 0]
29;[498, 510, 0]
29;[499, 511, 0]
29;[500, 512, 0]
29;[501, 513, 0]
29;[502, 514, 0]
